bias,tiempo,topicos,caracteres,tipos
1,1,1,50,1
1,1,1,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,50,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,51,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,52,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,53,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,54,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,55,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,56,1
1,1,2,57,1
1,1,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,57,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,58,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,59,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,60,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,61,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,62,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,63,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,64,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,65,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,66,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,67,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,68,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,69,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,70,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,71,1
1,2,2,72,1
1,2,2,72,1
1,2,2,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,72,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,73,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,74,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,75,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,76,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,77,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,78,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,79,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,80,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,81,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,82,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,83,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,2,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,84,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,85,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,86,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,87,1
1,3,3,88,1
1,3,3,88,1
1,3,3,88,1
1,3,3,88,1
1,3,3,88,1
1,3,3,88,1
1,3,3,88,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,89,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,90,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,91,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,92,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,93,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,3,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,94,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,95,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,96,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,97,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,98,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,99,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,100,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,101,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,102,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,103,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,104,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,105,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,106,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,107,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,108,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,109,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,110,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,111,1
1,3,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,112,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,113,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,114,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,4,115,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,116,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,117,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,118,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,119,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,120,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,121,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,122,1
1,4,5,123,1
1,4,5,123,1
